,date,region,sales
998,20-07-2019,east,1782
999,20-07-2019,west,1728
1000,21-07-2019,north,1746
1001,21-07-2019,south,1536
1002,21-07-2019,east,1719
1003,21-07-2019,west,1773
1004,22-07-2019,north,1611
1005,22-07-2019,south,1665
1006,22-07-2019,east,1506
1007,22-07-2019,west,1746
1008,23-07-2019,north,1770
1009,23-07-2019,south,1734
1010,23-07-2019,east,1707
1011,23-07-2019,west,1620
1012,24-07-2019,north,1569
1013,24-07-2019,south,1656
1014,24-07-2019,east,1617
1015,24-07-2019,west,1638
1016,25-07-2019,north,1701
1017,25-07-2019,south,1713
1018,25-07-2019,east,1557
1019,25-07-2019,west,1725
1020,26-07-2019,north,1605
1021,26-07-2019,south,1770
1022,26-07-2019,east,1557
1023,26-07-2019,west,1755
1024,27-07-2019,north,1737
1025,27-07-2019,south,1785
1026,27-07-2019,east,1545
1027,27-07-2019,west,1560
1028,28-07-2019,north,1509
1029,28-07-2019,south,1761
1030,28-07-2019,east,1551
1031,28-07-2019,west,1683
1032,29-07-2019,north,1644
1033,29-07-2019,south,1608
1034,29-07-2019,east,1719
1035,29-07-2019,west,1794
1036,30-07-2019,north,1764
1037,30-07-2019,south,1512
1038,30-07-2019,east,1701
1039,30-07-2019,west,1797
1040,31-07-2019,north,1734
1041,31-07-2019,south,1791
1042,31-07-2019,east,1761
1043,31-07-2019,west,1587
1044,01-08-2019,north,1596
1045,01-08-2019,south,1542
1046,01-08-2019,east,1710
1047,01-08-2019,west,1701
1048,02-08-2019,north,1647
1049,02-08-2019,south,1524
1050,02-08-2019,east,1782
1051,02-08-2019,west,1716
1052,03-08-2019,north,1752
1053,03-08-2019,south,1686
1054,03-08-2019,east,1764
1055,03-08-2019,west,1755
1056,04-08-2019,north,1578
1057,04-08-2019,south,1539
1058,04-08-2019,east,1743
1059,04-08-2019,west,1596
1060,05-08-2019,north,1506
1061,05-08-2019,south,1527
1062,05-08-2019,east,1626
1063,05-08-2019,west,1530
1064,06-08-2019,north,1521
1065,06-08-2019,south,1713
1066,06-08-2019,east,1761
1067,06-08-2019,west,1557
1068,07-08-2019,north,1584
1069,07-08-2019,south,1764
1070,07-08-2019,east,1623
1071,07-08-2019,west,1776
1072,08-08-2019,north,1749
1073,08-08-2019,south,1707
1074,08-08-2019,east,1629
1075,08-08-2019,west,1773
1076,09-08-2019,north,1758
1077,09-08-2019,south,1671
1078,09-08-2019,east,1659
1079,09-08-2019,west,1641
1080,10-08-2019,north,1596
1081,10-08-2019,south,1626
1082,10-08-2019,east,1557
1083,10-08-2019,west,1695
1084,11-08-2019,north,1659
1085,11-08-2019,south,1680
1086,11-08-2019,east,1683
1087,11-08-2019,west,1692
1088,12-08-2019,north,1569
1089,12-08-2019,south,1740
1090,12-08-2019,east,1650
1091,12-08-2019,west,1569
1092,13-08-2019,north,1701
1093,13-08-2019,south,1677
1094,13-08-2019,east,1533
1095,13-08-2019,west,1587
1096,14-08-2019,north,1713
1097,14-08-2019,south,1611
1098,14-08-2019,east,1524
1099,14-08-2019,west,1725
1100,15-08-2019,north,1761
1101,15-08-2019,south,1569
1102,15-08-2019,east,1668
1103,15-08-2019,west,1563
1104,16-08-2019,north,1734
1105,16-08-2019,south,1524
1106,16-08-2019,east,1731
1107,16-08-2019,west,1665
1108,17-08-2019,north,1710
1109,17-08-2019,south,1509
1110,17-08-2019,east,1539
1111,17-08-2019,west,1533
1112,18-08-2019,north,1785
1113,18-08-2019,south,1665
1114,18-08-2019,east,1722
1115,18-08-2019,west,1659
1116,19-08-2019,north,1791
1117,19-08-2019,south,1680
1118,19-08-2019,east,1542
1119,19-08-2019,west,1701
1120,20-08-2019,north,1671
1121,20-08-2019,south,1656
1122,20-08-2019,east,1536
1123,20-08-2019,west,1800
1124,21-08-2019,north,1605
1125,21-08-2019,south,1671
1126,21-08-2019,east,1590
1127,21-08-2019,west,1545
1128,22-08-2019,north,1500
1129,22-08-2019,south,1779
1130,22-08-2019,east,1656
1131,22-08-2019,west,1731
1132,23-08-2019,north,1614
1133,23-08-2019,south,1782
1134,23-08-2019,east,1629
1135,23-08-2019,west,1635
1136,24-08-2019,north,1548
1137,24-08-2019,south,1776
1138,24-08-2019,east,1743
1139,24-08-2019,west,1737
1140,25-08-2019,north,1644
1141,25-08-2019,south,1626
1142,25-08-2019,east,1680
1143,25-08-2019,west,1524
1144,26-08-2019,north,1515
1145,26-08-2019,south,1704
1146,26-08-2019,east,1653
1147,26-08-2019,west,1554
1148,27-08-2019,north,1644
1149,27-08-2019,south,1674
1150,27-08-2019,east,1665
1151,27-08-2019,west,1755
1152,28-08-2019,north,1566
1153,28-08-2019,south,1659
1154,28-08-2019,east,1515
1155,28-08-2019,west,1779
1156,29-08-2019,north,1572
1157,29-08-2019,south,1770
1158,29-08-2019,east,1632
1159,29-08-2019,west,1677
1160,30-08-2019,north,1755
1161,30-08-2019,south,1527
1162,30-08-2019,east,1623
1163,30-08-2019,west,1668
1164,31-08-2019,north,1683
1165,31-08-2019,south,1698
1166,31-08-2019,east,1749
1167,31-08-2019,west,1632
1168,01-09-2019,north,1785
1169,01-09-2019,south,1707
1170,01-09-2019,east,1518
1171,01-09-2019,west,1563
1172,02-09-2019,north,1701
1173,02-09-2019,south,1605
1174,02-09-2019,east,1596
1175,02-09-2019,west,1605
1176,03-09-2019,north,1716
1177,03-09-2019,south,1569
1178,03-09-2019,east,1725
1179,03-09-2019,west,1542
1180,04-09-2019,north,1692
1181,04-09-2019,south,1560
1182,04-09-2019,east,1515
1183,04-09-2019,west,1653
1184,05-09-2019,north,1629
1185,05-09-2019,south,1668
1186,05-09-2019,east,1698
1187,05-09-2019,west,1677
1188,06-09-2019,north,1503
1189,06-09-2019,south,1776
1190,06-09-2019,east,1509
1191,06-09-2019,west,1665
1192,07-09-2019,north,1683
1193,07-09-2019,south,1530
1194,07-09-2019,east,1782
1195,07-09-2019,west,1584
1196,08-09-2019,north,1743
1197,08-09-2019,south,1551
1198,08-09-2019,east,1620
1199,08-09-2019,west,1791
1200,09-09-2019,north,1674
1201,09-09-2019,south,1797
1202,09-09-2019,east,1773
1203,09-09-2019,west,1596
1204,10-09-2019,north,1617
1205,10-09-2019,south,1764
1206,10-09-2019,east,1632
1207,10-09-2019,west,1506
1208,11-09-2019,north,1533
1209,11-09-2019,south,1677
1210,11-09-2019,east,1746
1211,11-09-2019,west,1668
1212,12-09-2019,north,1797
1213,12-09-2019,south,1545
1214,12-09-2019,east,1701
1215,12-09-2019,west,1578
1216,13-09-2019,north,1626
1217,13-09-2019,south,1512
1218,13-09-2019,east,1788
1219,13-09-2019,west,1671
1220,14-09-2019,north,1728
1221,14-09-2019,south,1653
1222,14-09-2019,east,1644
1223,14-09-2019,west,1734
1224,15-09-2019,north,1746
1225,15-09-2019,south,1524
1226,15-09-2019,east,1611
1227,15-09-2019,west,1626
1228,16-09-2019,north,1668
1229,16-09-2019,south,1734
1230,16-09-2019,east,1797
1231,16-09-2019,west,1725
1232,17-09-2019,north,1656
1233,17-09-2019,south,1530
1234,17-09-2019,east,1695
1235,17-09-2019,west,1656
1236,18-09-2019,north,1797
1237,18-09-2019,south,1515
1238,18-09-2019,east,1638
1239,18-09-2019,west,1797
1240,19-09-2019,north,1800
1241,19-09-2019,south,1560
1242,19-09-2019,east,1506
1243,19-09-2019,west,1581
1244,20-09-2019,north,1515
1245,20-09-2019,south,1527
1246,20-09-2019,east,1758
1247,20-09-2019,west,1638
1248,21-09-2019,north,1605
1249,21-09-2019,south,1716
1250,21-09-2019,east,1569
1251,21-09-2019,west,1674
1252,22-09-2019,north,1632
1253,22-09-2019,south,1734
1254,22-09-2019,east,1530
1255,22-09-2019,west,1689
1256,23-09-2019,north,1641
1257,23-09-2019,south,1779
1258,23-09-2019,east,1659
1259,23-09-2019,west,1797
1260,24-09-2019,north,1767
1261,24-09-2019,south,1755
1262,24-09-2019,east,1602
1263,24-09-2019,west,1524
1264,25-09-2019,north,1794
1265,25-09-2019,south,1626
1266,25-09-2019,east,1617
1267,25-09-2019,west,1773
1268,26-09-2019,north,1719
1269,26-09-2019,south,1509
1270,26-09-2019,east,1686
1271,26-09-2019,west,1668
1272,27-09-2019,north,1731
1273,27-09-2019,south,1590
1274,27-09-2019,east,1728
1275,27-09-2019,west,1722
1276,28-09-2019,north,1548
1277,28-09-2019,south,1599
1278,28-09-2019,east,1605
1279,28-09-2019,west,1671
1280,29-09-2019,north,1512
1281,29-09-2019,south,1650
1282,29-09-2019,east,1614
1283,29-09-2019,west,1674
1284,30-09-2019,north,1638
1285,30-09-2019,south,1731
1286,30-09-2019,east,1716
1287,30-09-2019,west,1566
1288,01-10-2019,north,1707
1289,01-10-2019,south,1554
1290,01-10-2019,east,1632
1291,01-10-2019,west,1584
1292,02-10-2019,north,1653
1293,02-10-2019,south,1770
1294,02-10-2019,east,1758
1295,02-10-2019,west,1569
1296,03-10-2019,north,1797
1297,03-10-2019,south,1551
1298,03-10-2019,east,1677
1299,03-10-2019,west,1599
1300,04-10-2019,north,1512
1301,04-10-2019,south,1635
1302,04-10-2019,east,1749
1303,04-10-2019,west,1689
1304,05-10-2019,north,1614
1305,05-10-2019,south,1527
1306,05-10-2019,east,1521
1307,05-10-2019,west,1725
1308,06-10-2019,north,1587
1309,06-10-2019,south,1701
1310,06-10-2019,east,1566
1311,06-10-2019,west,1752
1312,07-10-2019,north,1668
1313,07-10-2019,south,1686
1314,07-10-2019,east,1611
1315,07-10-2019,west,1569
1316,08-10-2019,north,1599
1317,08-10-2019,south,1539
1318,08-10-2019,east,1611
1319,08-10-2019,west,1605
1320,09-10-2019,north,1680
1321,09-10-2019,south,1704
1322,09-10-2019,east,1689
1323,09-10-2019,west,1644
1324,10-10-2019,north,1701
1325,10-10-2019,south,1560
1326,10-10-2019,east,1791
1327,10-10-2019,west,1698
1328,11-10-2019,north,1539
1329,11-10-2019,south,1542
1330,11-10-2019,east,1704
1331,11-10-2019,west,1728
1332,12-10-2019,north,1590
1333,12-10-2019,south,1743
1334,12-10-2019,east,1569
1335,12-10-2019,west,1722
1336,13-10-2019,north,1545
1337,13-10-2019,south,1533
1338,13-10-2019,east,1674
1339,13-10-2019,west,1704
1340,14-10-2019,north,1524
1341,14-10-2019,south,1578
1342,14-10-2019,east,1692
1343,14-10-2019,west,1635
1344,15-10-2019,north,1782
1345,15-10-2019,south,1587
1346,15-10-2019,east,1638
1347,15-10-2019,west,1752
1348,16-10-2019,north,1542
1349,16-10-2019,south,1608
1350,16-10-2019,east,1683
1351,16-10-2019,west,1596
1352,17-10-2019,north,1527
1353,17-10-2019,south,1737
1354,17-10-2019,east,1671
1355,17-10-2019,west,1662
1356,18-10-2019,north,1518
1357,18-10-2019,south,1746
1358,18-10-2019,east,1590
1359,18-10-2019,west,1710
1360,19-10-2019,north,1647
1361,19-10-2019,south,1737
1362,19-10-2019,east,1761
1363,19-10-2019,west,1587
1364,20-10-2019,north,1701
1365,20-10-2019,south,1524
1366,20-10-2019,east,1677
1367,20-10-2019,west,1725
1368,21-10-2019,north,1653
1369,21-10-2019,south,1686
1370,21-10-2019,east,1698
1371,21-10-2019,west,1560
1372,22-10-2019,north,1515
1373,22-10-2019,south,1734
1374,22-10-2019,east,1551
1375,22-10-2019,west,1713
1376,23-10-2019,north,1758
1377,23-10-2019,south,1644
1378,23-10-2019,east,1758
1379,23-10-2019,west,1641
1380,24-10-2019,north,1617
1381,24-10-2019,south,1611
1382,24-10-2019,east,1788
1383,24-10-2019,west,1602
1384,25-10-2019,north,1638
1385,25-10-2019,south,1620
1386,25-10-2019,east,1665
1387,25-10-2019,west,1500
1388,26-10-2019,north,1671
1389,26-10-2019,south,1566
1390,26-10-2019,east,1740
1391,26-10-2019,west,1599
1392,27-10-2019,north,1710
1393,27-10-2019,south,1668
1394,27-10-2019,east,1740
1395,27-10-2019,west,1698
1396,28-10-2019,north,1503
1397,28-10-2019,south,1689
1398,28-10-2019,east,1626
1399,28-10-2019,west,1674
1400,29-10-2019,north,1542
1401,29-10-2019,south,1692
1402,29-10-2019,east,1719
1403,29-10-2019,west,1512
1404,30-10-2019,north,1731
1405,30-10-2019,south,1644
1406,30-10-2019,east,1746
1407,30-10-2019,west,1689
1408,31-10-2019,north,1800
1409,31-10-2019,south,1527
1410,31-10-2019,east,1533
1411,31-10-2019,west,1800
1412,01-11-2019,north,1644
1413,01-11-2019,south,1500
1414,01-11-2019,east,1800
1415,01-11-2019,west,1767
1416,02-11-2019,north,1791
1417,02-11-2019,south,1776
1418,02-11-2019,east,1596
1419,02-11-2019,west,1734
1420,03-11-2019,north,1542
1421,03-11-2019,south,1608
1422,03-11-2019,east,1617
1423,03-11-2019,west,1623
1424,04-11-2019,north,1674
1425,04-11-2019,south,1782
1426,04-11-2019,east,1680
1427,04-11-2019,west,1512
1428,05-11-2019,north,1500
1429,05-11-2019,south,1668
1430,05-11-2019,east,1758
1431,05-11-2019,west,1533
1432,06-11-2019,north,1785
1433,06-11-2019,south,1533
1434,06-11-2019,east,1659
1435,06-11-2019,west,1506
1436,07-11-2019,north,1656
1437,07-11-2019,south,1728
1438,07-11-2019,east,1728
1439,07-11-2019,west,1713
1440,08-11-2019,north,1797
1441,08-11-2019,south,1686
1442,08-11-2019,east,1584
1443,08-11-2019,west,1713
1444,09-11-2019,north,1665
1445,09-11-2019,south,1557
1446,09-11-2019,east,1656
1447,09-11-2019,west,1767
1448,10-11-2019,north,1515
1449,10-11-2019,south,1761
1450,10-11-2019,east,1767
1451,10-11-2019,west,1641
1452,11-11-2019,north,1584
1453,11-11-2019,south,1545
1454,11-11-2019,east,1695
1455,11-11-2019,west,1761
1456,12-11-2019,north,1701
1457,12-11-2019,south,1767
1458,12-11-2019,east,1632
1459,12-11-2019,west,1704
1460,13-11-2019,north,1599
1461,13-11-2019,south,1509
1462,13-11-2019,east,1728
1463,13-11-2019,west,1683
1464,14-11-2019,north,1740
1465,14-11-2019,south,1626
1466,14-11-2019,east,1572
1467,14-11-2019,west,1716
1468,15-11-2019,north,1641
1469,15-11-2019,south,1560
1470,15-11-2019,east,1614
1471,15-11-2019,west,1605
1472,16-11-2019,north,1503
1473,16-11-2019,south,1638
1474,16-11-2019,east,1662
1475,16-11-2019,west,1653
1476,17-11-2019,north,1734
1477,17-11-2019,south,1599
1478,17-11-2019,east,1515
1479,17-11-2019,west,1608
1480,18-11-2019,north,1566
1481,18-11-2019,south,1734
1482,18-11-2019,east,1719
1483,18-11-2019,west,1773
1484,19-11-2019,north,1791
1485,19-11-2019,south,1779
1486,19-11-2019,east,1641
1487,19-11-2019,west,1617
1488,20-11-2019,north,1533
1489,20-11-2019,south,1527
1490,20-11-2019,east,1512
1491,20-11-2019,west,1515
1492,21-11-2019,north,1734
1493,21-11-2019,south,1668
1494,21-11-2019,east,1665
1495,21-11-2019,west,1644
1496,22-11-2019,north,1767
1497,22-11-2019,south,1647
1498,22-11-2019,east,1665
1499,22-11-2019,west,1776
1500,23-11-2019,north,1665
1501,23-11-2019,south,1632
1502,23-11-2019,east,1521
1503,23-11-2019,west,1659
1504,24-11-2019,north,1623
1505,24-11-2019,south,1698
1506,24-11-2019,east,1596
1507,24-11-2019,west,1674
1508,25-11-2019,north,1749
1509,25-11-2019,south,1536
1510,25-11-2019,east,1734
1511,25-11-2019,west,1716
1512,26-11-2019,north,1599
1513,26-11-2019,south,1500
1514,26-11-2019,east,1518
1515,26-11-2019,west,1584
1516,27-11-2019,north,1551
1517,27-11-2019,south,1701
1518,27-11-2019,east,1689
1519,27-11-2019,west,1746
1520,28-11-2019,north,1725
1521,28-11-2019,south,1776
1522,28-11-2019,east,1707
1523,28-11-2019,west,1794
1524,29-11-2019,north,1641
1525,29-11-2019,south,1653
1526,29-11-2019,east,1716
1527,29-11-2019,west,1776
1528,30-11-2019,north,1797
1529,30-11-2019,south,1782
1530,30-11-2019,east,1653
1531,30-11-2019,west,1596
1532,01-12-2019,north,1704
1533,01-12-2019,south,1626
1534,01-12-2019,east,1617
1535,01-12-2019,west,1680
1536,02-12-2019,north,1608
1537,02-12-2019,south,1713
1538,02-12-2019,east,1632
1539,02-12-2019,west,1680
1540,03-12-2019,north,1791
1541,03-12-2019,south,1761
1542,03-12-2019,east,1749
1543,03-12-2019,west,1626
1544,04-12-2019,north,1773
1545,04-12-2019,south,1623
1546,04-12-2019,east,1662
1547,04-12-2019,west,1731
1548,05-12-2019,north,1755
1549,05-12-2019,south,1602
1550,05-12-2019,east,1740
1551,05-12-2019,west,1605
1552,06-12-2019,north,1680
1553,06-12-2019,south,1572
1554,06-12-2019,east,1542
1555,06-12-2019,west,1779
1556,07-12-2019,north,1671
1557,07-12-2019,south,1722
1558,07-12-2019,east,1728
1559,07-12-2019,west,1659
1560,08-12-2019,north,1770
1561,08-12-2019,south,1632
1562,08-12-2019,east,1536
1563,08-12-2019,west,1734
1564,09-12-2019,north,1584
1565,09-12-2019,south,1713
1566,09-12-2019,east,1728
1567,09-12-2019,west,1725
1568,10-12-2019,north,1506
1569,10-12-2019,south,1503
1570,10-12-2019,east,1521
1571,10-12-2019,west,1713
1572,11-12-2019,north,1635
1573,11-12-2019,south,1506
1574,11-12-2019,east,1542
1575,11-12-2019,west,1551
1576,12-12-2019,north,1623
1577,12-12-2019,south,1719
1578,12-12-2019,east,1563
1579,12-12-2019,west,1791
1580,13-12-2019,north,1800
1581,13-12-2019,south,1800
1582,13-12-2019,east,1740
1583,13-12-2019,west,1755
1584,14-12-2019,north,1716
1585,14-12-2019,south,1632
1586,14-12-2019,east,1599
1587,14-12-2019,west,1632
1588,15-12-2019,north,1725
1589,15-12-2019,south,1743
1590,15-12-2019,east,1587
1591,15-12-2019,west,1608
1592,16-12-2019,north,1662
1593,16-12-2019,south,1791
1594,16-12-2019,east,1773
1595,16-12-2019,west,1650
1596,17-12-2019,north,1518
1597,17-12-2019,south,1749
1598,17-12-2019,east,1689
1599,17-12-2019,west,1533
1600,18-12-2019,north,1533
1601,18-12-2019,south,1641
1602,18-12-2019,east,1590
1603,18-12-2019,west,1740
1604,19-12-2019,north,1665
1605,19-12-2019,south,1773
1606,19-12-2019,east,1503
1607,19-12-2019,west,1542
1608,20-12-2019,north,1788
1609,20-12-2019,south,1773
1610,20-12-2019,east,1788
1611,20-12-2019,west,1785
1612,21-12-2019,north,1605
1613,21-12-2019,south,1701
1614,21-12-2019,east,1626
1615,21-12-2019,west,1623
1616,22-12-2019,north,1671
1617,22-12-2019,south,1629
1618,22-12-2019,east,1725
1619,22-12-2019,west,1557
1620,23-12-2019,north,1671
1621,23-12-2019,south,1662
1622,23-12-2019,east,1674
1623,23-12-2019,west,1671
1624,24-12-2019,north,1620
1625,24-12-2019,south,1716
1626,24-12-2019,east,1674
1627,24-12-2019,west,1686
1628,25-12-2019,north,1752
1629,25-12-2019,south,1725
1630,25-12-2019,east,1545
1631,25-12-2019,west,1506
1632,26-12-2019,north,1539
1633,26-12-2019,south,1716
1634,26-12-2019,east,1500
1635,26-12-2019,west,1794
1636,27-12-2019,north,1716
1637,27-12-2019,south,1665
1638,27-12-2019,east,1557
1639,27-12-2019,west,1620
1640,28-12-2019,north,1779
1641,28-12-2019,south,1779
1642,28-12-2019,east,1752
1643,28-12-2019,west,1773
1644,29-12-2019,north,1800
1645,29-12-2019,south,1773
1646,29-12-2019,east,1767
1647,29-12-2019,west,1683
1648,30-12-2019,north,1542
1649,30-12-2019,south,1728
1650,30-12-2019,east,1569
1651,30-12-2019,west,1659
1652,31-12-2019,north,1581
1653,31-12-2019,south,1713
1654,31-12-2019,east,1533
1655,31-12-2019,west,1692
1656,01-01-2020,north,1506
1657,01-01-2020,south,1659
1658,01-01-2020,east,1719
1659,01-01-2020,west,1704
1660,02-01-2020,north,1767
1661,02-01-2020,south,1542
1662,02-01-2020,east,1542
1663,02-01-2020,west,1629
1664,03-01-2020,north,1659
1665,03-01-2020,south,1539
1666,03-01-2020,east,1734
1667,03-01-2020,west,1761
1668,04-01-2020,north,1560
1669,04-01-2020,south,1767
1670,04-01-2020,east,1791
1671,04-01-2020,west,1632
1672,05-01-2020,north,1716
1673,05-01-2020,south,1536
1674,05-01-2020,east,1662
1675,05-01-2020,west,1680
1676,06-01-2020,north,1689
1677,06-01-2020,south,1779
1678,06-01-2020,east,1512
1679,06-01-2020,west,1578
1680,07-01-2020,north,1560
1681,07-01-2020,south,1581
1682,07-01-2020,east,1677
1683,07-01-2020,west,1599
1684,08-01-2020,north,1713
1685,08-01-2020,south,1800
1686,08-01-2020,east,1767
1687,08-01-2020,west,1752
1688,09-01-2020,north,1509
1689,09-01-2020,south,1539
1690,09-01-2020,east,1671
1691,09-01-2020,west,1668
1692,10-01-2020,north,1692
1693,10-01-2020,south,1584
1694,10-01-2020,east,1710
1695,10-01-2020,west,1686
1696,11-01-2020,north,1617
1697,11-01-2020,south,1665
1698,11-01-2020,east,1722
1699,11-01-2020,west,1551
1700,12-01-2020,north,1620
1701,12-01-2020,south,1791
1702,12-01-2020,east,1662
1703,12-01-2020,west,1656
1704,13-01-2020,north,1644
1705,13-01-2020,south,1659
1706,13-01-2020,east,1740
1707,13-01-2020,west,1668
1708,14-01-2020,north,1566
1709,14-01-2020,south,1575
1710,14-01-2020,east,1566
1711,14-01-2020,west,1578
1712,15-01-2020,north,1737
1713,15-01-2020,south,1596
1714,15-01-2020,east,1776
1715,15-01-2020,west,1638
1716,16-01-2020,north,1749
1717,16-01-2020,south,1752
1718,16-01-2020,east,1635
1719,16-01-2020,west,1581
1720,17-01-2020,north,1521
1721,17-01-2020,south,1536
1722,17-01-2020,east,1665
1723,17-01-2020,west,1782
1724,18-01-2020,north,1650
1725,18-01-2020,south,1749
1726,18-01-2020,east,1797
1727,18-01-2020,west,1650
1728,19-01-2020,north,1608
1729,19-01-2020,south,1608
1730,19-01-2020,east,1575
1731,19-01-2020,west,1590
1732,20-01-2020,north,1665
1733,20-01-2020,south,1596
1734,20-01-2020,east,1581
1735,20-01-2020,west,1695
1736,21-01-2020,north,1647
1737,21-01-2020,south,1776
1738,21-01-2020,east,1719
1739,21-01-2020,west,1578
1740,22-01-2020,north,1503
1741,22-01-2020,south,1569
1742,22-01-2020,east,1731
1743,22-01-2020,west,1551
1744,23-01-2020,north,1626
1745,23-01-2020,south,1518
1746,23-01-2020,east,1575
1747,23-01-2020,west,1611
1748,24-01-2020,north,1629
1749,24-01-2020,south,1704
1750,24-01-2020,east,1656
1751,24-01-2020,west,1554
1752,25-01-2020,north,1575
1753,25-01-2020,south,1638
1754,25-01-2020,east,1635
1755,25-01-2020,west,1548
1756,26-01-2020,north,1710
1757,26-01-2020,south,1584
1758,26-01-2020,east,1716
1759,26-01-2020,west,1602
1760,27-01-2020,north,1569
1761,27-01-2020,south,1506
1762,27-01-2020,east,1671
1763,27-01-2020,west,1584
1764,28-01-2020,north,1689
1765,28-01-2020,south,1773
1766,28-01-2020,east,1647
1767,28-01-2020,west,1503
1768,29-01-2020,north,1593
1769,29-01-2020,south,1506
1770,29-01-2020,east,1740
1771,29-01-2020,west,1572
1772,30-01-2020,north,1620
1773,30-01-2020,south,1542
1774,30-01-2020,east,1593
1775,30-01-2020,west,1500
1776,31-01-2020,north,1635
1777,31-01-2020,south,1656
1778,31-01-2020,east,1779
1779,31-01-2020,west,1605
1780,01-02-2020,north,1602
1781,01-02-2020,south,1794
1782,01-02-2020,east,1677
1783,01-02-2020,west,1521
1784,02-02-2020,north,1707
1785,02-02-2020,south,1665
1786,02-02-2020,east,1713
1787,02-02-2020,west,1659
1788,03-02-2020,north,1548
1789,03-02-2020,south,1647
1790,03-02-2020,east,1764
1791,03-02-2020,west,1662
1792,04-02-2020,north,1563
1793,04-02-2020,south,1755
1794,04-02-2020,east,1659
1795,04-02-2020,west,1575
1796,05-02-2020,north,1716
1797,05-02-2020,south,1506
1798,05-02-2020,east,1734
1799,05-02-2020,west,1704
1800,06-02-2020,north,1512
1801,06-02-2020,south,1572
1802,06-02-2020,east,1782
1803,06-02-2020,west,1554
1804,07-02-2020,north,1782
1805,07-02-2020,south,1701
1806,07-02-2020,east,1698
1807,07-02-2020,west,1671
1808,08-02-2020,north,1584
1809,08-02-2020,south,1602
1810,08-02-2020,east,1755
1811,08-02-2020,west,1614
1812,09-02-2020,north,1743
1813,09-02-2020,south,1788
1814,09-02-2020,east,1644
1815,09-02-2020,west,1728
1816,10-02-2020,north,1599
1817,10-02-2020,south,1689
1818,10-02-2020,east,1776
1819,10-02-2020,west,1569
1820,11-02-2020,north,1791
1821,11-02-2020,south,1638
1822,11-02-2020,east,1716
1823,11-02-2020,west,1788
1824,12-02-2020,north,1758
1825,12-02-2020,south,1752
1826,12-02-2020,east,1599
1827,12-02-2020,west,1533
1828,13-02-2020,north,1548
1829,13-02-2020,south,1800
1830,13-02-2020,east,1659
1831,13-02-2020,west,1617
1832,14-02-2020,north,1746
1833,14-02-2020,south,1644
1834,14-02-2020,east,1698
1835,14-02-2020,west,1533
1836,15-02-2020,north,1704
1837,15-02-2020,south,1524
1838,15-02-2020,east,1545
1839,15-02-2020,west,1731
1840,16-02-2020,north,1665
1841,16-02-2020,south,1791
1842,16-02-2020,east,1605
1843,16-02-2020,west,1743
1844,17-02-2020,north,1677
1845,17-02-2020,south,1590
1846,17-02-2020,east,1722
1847,17-02-2020,west,1743
1848,18-02-2020,north,1668
1849,18-02-2020,south,1620
1850,18-02-2020,east,1704
1851,18-02-2020,west,1683
1852,19-02-2020,north,1551
1853,19-02-2020,south,1650
1854,19-02-2020,east,1689
1855,19-02-2020,west,1638
1856,20-02-2020,north,1518
1857,20-02-2020,south,1593
1858,20-02-2020,east,1632
1859,20-02-2020,west,1602
1860,21-02-2020,north,1761
1861,21-02-2020,south,1755
1862,21-02-2020,east,1581
1863,21-02-2020,west,1794
1864,22-02-2020,north,1545
1865,22-02-2020,south,1689
1866,22-02-2020,east,1632
1867,22-02-2020,west,1668
1868,23-02-2020,north,1638
1869,23-02-2020,south,1602
1870,23-02-2020,east,1686
1871,23-02-2020,west,1776
1872,24-02-2020,north,1593
1873,24-02-2020,south,1734
1874,24-02-2020,east,1608
1875,24-02-2020,west,1617
1876,25-02-2020,north,1656
1877,25-02-2020,south,1722
1878,25-02-2020,east,1566
1879,25-02-2020,west,1548
1880,26-02-2020,north,1545
1881,26-02-2020,south,1521
1882,26-02-2020,east,1728
1883,26-02-2020,west,1668
1884,27-02-2020,north,1698
1885,27-02-2020,south,1599
1886,27-02-2020,east,1581
1887,27-02-2020,west,1527
1888,28-02-2020,north,1509
1889,28-02-2020,south,1686
1890,28-02-2020,east,1590
1891,28-02-2020,west,1689
1892,29-02-2020,north,1671
1893,29-02-2020,south,1728
1894,29-02-2020,east,1524
1895,29-02-2020,west,1656
1896,01-03-2020,north,1593
1897,01-03-2020,south,1626
1898,01-03-2020,east,1626
1899,01-03-2020,west,1692
1900,02-03-2020,north,1509
1901,02-03-2020,south,1788
1902,02-03-2020,east,1572
1903,02-03-2020,west,1569
1904,03-03-2020,north,1632
1905,03-03-2020,south,1548
1906,03-03-2020,east,1623
1907,03-03-2020,west,1506
1908,04-03-2020,north,1773
1909,04-03-2020,south,1677
1910,04-03-2020,east,1638
1911,04-03-2020,west,1569
1912,05-03-2020,north,1794
1913,05-03-2020,south,1764
1914,05-03-2020,east,1530
1915,05-03-2020,west,1770
1916,06-03-2020,north,1623
1917,06-03-2020,south,1734
1918,06-03-2020,east,1698
1919,06-03-2020,west,1503
1920,07-03-2020,north,1641
1921,07-03-2020,south,1581
1922,07-03-2020,east,1797
1923,07-03-2020,west,1674
1924,08-03-2020,north,1701
1925,08-03-2020,south,1590
1926,08-03-2020,east,1599
1927,08-03-2020,west,1791
1928,09-03-2020,north,1719
1929,09-03-2020,south,1776
